Date,Power_kW
19-03-2019 23:00,109.051
20-03-2019 00:00,110.297
20-03-2019 01:00,107.119
20-03-2019 02:00,111.186
20-03-2019 03:00,105.482
20-03-2019 04:00,110.91
20-03-2019 05:00,106.172
20-03-2019 06:00,114.525
20-03-2019 07:00,174.152
20-03-2019 08:00,218.477
20-03-2019 09:00,248.898
20-03-2019 10:00,273.892
20-03-2019 11:00,388.014
20-03-2019 12:00,320.317
20-03-2019 13:00,323.169
20-03-2019 14:00,318.976
20-03-2019 15:00,299.046
20-03-2019 16:00,273.597
20-03-2019 17:00,271.024
20-03-2019 18:00,251.969
20-03-2019 19:00,213.958
20-03-2019 20:00,169.081
20-03-2019 21:00,132.4
20-03-2019 22:00,112.209
20-03-2019 23:00,110.458
21-03-2019 00:00,104.489
21-03-2019 01:00,104.876
21-03-2019 02:00,105.72
21-03-2019 03:00,103.443
21-03-2019 04:00,107.356
21-03-2019 05:00,101.668
21-03-2019 06:00,110.68
21-03-2019 07:00,168.28
21-03-2019 08:00,209.097
21-03-2019 09:00,235.627
21-03-2019 10:00,289.133
21-03-2019 11:00,404.041
21-03-2019 12:00,317.431
21-03-2019 13:00,317.676
21-03-2019 14:00,330.38
21-03-2019 15:00,299.203
21-03-2019 16:00,280.389
21-03-2019 17:00,274.593
21-03-2019 18:00,237.011
21-03-2019 19:00,192.387
21-03-2019 20:00,160.598
21-03-2019 21:00,116.357
21-03-2019 22:00,109.821
21-03-2019 23:00,107.061
22-03-2019 00:00,109.837
22-03-2019 01:00,106.827
22-03-2019 02:00,108.545
22-03-2019 03:00,106.318
22-03-2019 04:00,106.95
22-03-2019 05:00,103.439
22-03-2019 06:00,109.078
22-03-2019 07:00,161.261
22-03-2019 08:00,197.221
22-03-2019 09:00,238.545
22-03-2019 10:00,260.502
22-03-2019 11:00,383.997
22-03-2019 12:00,299.962
22-03-2019 13:00,288.577
22-03-2019 14:00,304.302
22-03-2019 15:00,299.357
22-03-2019 16:00,261.97
22-03-2019 17:00,243.003
22-03-2019 18:00,208.932
22-03-2019 19:00,184.242
22-03-2019 20:00,147.296
22-03-2019 21:00,125.933
22-03-2019 22:00,112.06
22-03-2019 23:00,109.078
23-03-2019 00:00,105.375
23-03-2019 01:00,107.226
23-03-2019 02:00,103.918
23-03-2019 03:00,107.13
23-03-2019 04:00,105.62
23-03-2019 05:00,107.441
23-03-2019 06:00,102.477
23-03-2019 07:00,118.902
23-03-2019 08:00,118.845
23-03-2019 09:00,128.528
23-03-2019 10:00,125.799
23-03-2019 11:00,124.261
23-03-2019 12:00,131.575
23-03-2019 13:00,122.924
23-03-2019 14:00,126.109
23-03-2019 15:00,124.062
23-03-2019 16:00,128.229
23-03-2019 17:00,123.215
23-03-2019 18:00,123.154
23-03-2019 19:00,124.833
23-03-2019 20:00,116.054
23-03-2019 21:00,103.347
23-03-2019 22:00,105.152
23-03-2019 23:00,100.824
24-03-2019 00:00,100.487
24-03-2019 01:00,103.807
24-03-2019 02:00,99.345
24-03-2019 03:00,97.873
24-03-2019 04:00,101.925
24-03-2019 05:00,100.407
24-03-2019 06:00,100.035
24-03-2019 07:00,101.852
24-03-2019 08:00,98.712
24-03-2019 09:00,100.065
24-03-2019 10:00,103.964
24-03-2019 11:00,105.367
24-03-2019 12:00,106.214
24-03-2019 13:00,108.556
24-03-2019 14:00,103.857
24-03-2019 15:00,100.748
24-03-2019 16:00,105.551
24-03-2019 17:00,104.926
24-03-2019 18:00,109.679
24-03-2019 19:00,101.449
24-03-2019 20:00,100.33
24-03-2019 21:00,104.926
24-03-2019 22:00,98.647
24-03-2019 23:00,100.556
25-03-2019 00:00,103.182
25-03-2019 01:00,99.414
25-03-2019 02:00,97.915
25-03-2019 03:00,104.807
25-03-2019 04:00,102.885
25-03-2019 05:00,100.294
25-03-2019 06:00,111.606
25-03-2019 07:00,148.571
25-03-2019 08:00,189.133
25-03-2019 09:00,228.664
25-03-2019 10:00,325.316
25-03-2019 11:00,344.672
25-03-2019 12:00,323.664
25-03-2019 13:00,324.378
25-03-2019 14:00,343.246
25-03-2019 15:00,363.745
25-03-2019 16:00,349.125
25-03-2019 17:00,330.351
25-03-2019 18:00,246.774
25-03-2019 19:00,199.221
25-03-2019 20:00,163.071
25-03-2019 21:00,143.808
25-03-2019 22:00,134.612
25-03-2019 23:00,132.589
26-03-2019 00:00,128.845
26-03-2019 01:00,126.368
26-03-2019 02:00,116.486
26-03-2019 03:00,116.221
26-03-2019 04:00,113.786
26-03-2019 05:00,116.662
26-03-2019 06:00,115.819
26-03-2019 07:00,156.494
26-03-2019 08:00,194.733
26-03-2019 09:00,345.808
26-03-2019 10:00,303.508
26-03-2019 11:00,333.751
26-03-2019 12:00,311.662
26-03-2019 13:00,311.033
26-03-2019 14:00,324.619
26-03-2019 15:00,362.621
26-03-2019 16:00,345.064
26-03-2019 17:00,329.935
26-03-2019 18:00,233.879
26-03-2019 19:00,181.783
26-03-2019 20:00,156.051
26-03-2019 21:00,124.721
26-03-2019 22:00,113.994
26-03-2019 23:00,112.454
27-03-2019 00:00,112.348
27-03-2019 01:00,106.721
27-03-2019 02:00,111.055
27-03-2019 03:00,107.093
27-03-2019 04:00,109.625
27-03-2019 05:00,107.287
27-03-2019 06:00,117.925
27-03-2019 07:00,159.003
27-03-2019 08:00,206.806
27-03-2019 09:00,353.637
27-03-2019 10:00,303.66
27-03-2019 11:00,319.646
27-03-2019 12:00,318.145
27-03-2019 13:00,316.467
27-03-2019 14:00,338.844
27-03-2019 15:00,356.216
27-03-2019 16:00,346.288
27-03-2019 17:00,317.3
27-03-2019 18:00,247.487
27-03-2019 19:00,198.318
27-03-2019 20:00,169.211
27-03-2019 21:00,123.844
27-03-2019 22:00,115.534
27-03-2019 23:00,115.49
28-03-2019 00:00,115.194
28-03-2019 01:00,110.767
28-03-2019 02:00,109.982
28-03-2019 03:00,107.816
28-03-2019 04:00,115.966
28-03-2019 05:00,110.506
28-03-2019 06:00,115.865
28-03-2019 07:00,167.437
28-03-2019 08:00,207.191
28-03-2019 09:00,360.38
28-03-2019 10:00,304.815
28-03-2019 11:00,319.249
28-03-2019 12:00,311.448
28-03-2019 13:00,313.049
28-03-2019 14:00,329.931
28-03-2019 15:00,353.371
28-03-2019 16:00,350.17
28-03-2019 17:00,323.541
28-03-2019 18:00,257.198
28-03-2019 19:00,197.9
28-03-2019 20:00,172.486
28-03-2019 21:00,128.693
28-03-2019 22:00,114.46
28-03-2019 23:00,110.991
29-03-2019 00:00,114.392
29-03-2019 01:00,112.303
29-03-2019 02:00,110.616
29-03-2019 03:00,112.636
29-03-2019 04:00,109.167
29-03-2019 05:00,111.878
29-03-2019 06:00,118.567
29-03-2019 07:00,165.209
29-03-2019 08:00,193.501
29-03-2019 09:00,346.986
29-03-2019 10:00,304.236
29-03-2019 11:00,317.406
29-03-2019 12:00,301.993
29-03-2019 13:00,304.47
29-03-2019 14:00,346.134
29-03-2019 15:00,368.454
29-03-2019 16:00,344.814
29-03-2019 17:00,320.758
29-03-2019 18:00,235.972
29-03-2019 19:00,179.241
29-03-2019 20:00,150.322
29-03-2019 21:00,112.489
29-03-2019 22:00,112.086
29-03-2019 23:00,106.789
30-03-2019 00:00,108.69
30-03-2019 01:00,104.89
30-03-2019 02:00,106.615
30-03-2019 03:00,104.772
30-03-2019 04:00,105.145
30-03-2019 05:00,102.464
30-03-2019 06:00,103.33
30-03-2019 07:00,119.469
30-03-2019 08:00,119.522
30-03-2019 09:00,130.291
30-03-2019 10:00,124.12
30-03-2019 11:00,130.227
30-03-2019 12:00,125.217
30-03-2019 13:00,128.999
30-03-2019 14:00,128.559
30-03-2019 15:00,126.76
30-03-2019 16:00,131.01
30-03-2019 17:00,123.888
30-03-2019 18:00,127.834
30-03-2019 19:00,118.989
30-03-2019 20:00,117.492
30-03-2019 21:00,107.559
30-03-2019 22:00,102.699
30-03-2019 23:00,105.291
31-03-2019 00:00,104.27
31-03-2019 02:00,99.797
31-03-2019 03:00,98.878
31-03-2019 04:00,103.471
31-03-2019 05:00,98.798
31-03-2019 06:00,99.827
31-03-2019 07:00,101.945
31-03-2019 08:00,101.299
31-03-2019 09:00,103.059
31-03-2019 10:00,106.099
31-03-2019 11:00,102.416
31-03-2019 12:00,108.479
31-03-2019 13:00,106.076
31-03-2019 14:00,107.294
31-03-2019 15:00,111.96
31-03-2019 16:00,108.276
31-03-2019 17:00,107.647
31-03-2019 18:00,111.86
31-03-2019 19:00,106.642
31-03-2019 20:00,104.757
31-03-2019 21:00,109.006
31-03-2019 22:00,106.903
31-03-2019 23:00,105.705
